date,area,fips,area_type,population,per100k,cases,cumulative_cases,casesper100,total_tests,cumulative_total_tests,cmlper100,positive_tests,cumulative_positive_tests,cptper100,reported_cases,rptper100,cumulative_reported_cases,cumper100,reported_deaths,cumulative_reported_deaths
7/1/2020,San Benito,06069,County,64022,1,11,312,312,224,6657,6657,11,360,360,19,19,219,219,0,2
7/1/2020,San Bernardino,06071,County,2217398,22,985,20868,949,7721,217437,9884,1151,23389,1063,337,15,12712,578,4,253
7/1/2020,San Diego,06073,County,3370418,34,704,18662,549,5374,286735,8433,326,15839,466,474,14,14624,430,7,372
7/1/2020,San Francisco,06075,County,892280,9,105,4231,470,4460,168801,18756,133,5220,580,71,8,3626,403,0,50
7/1/2020,San Joaquin,06077,County,782545,8,380,5998,750,2640,70674,8834,433,6861,858,246,31,3990,499,2,54
7/1/2020,San Luis Obispo,06079,County,278862,3,36,868,289,1097,36526,12175,47,930,310,30,10,613,204,0,1
7/1/2020,San Mateo,06081,County,778001,8,77,3826,478,3208,102517,12815,108,5693,712,58,7,3326,416,0,84
7/1/2020,Santa Barbara,06083,County,456373,5,117,4287,857,1507,56428,11286,147,4206,841,166,33,3268,654,2,27
7/1/2020,Santa Clara,06085,County,1967585,20,199,5962,298,9373,235332,11767,234,7442,372,201,10,4547,227,2,159
7/1/2020,Santa Cruz,06087,County,273999,3,24,507,169,750,23522,7841,16,470,157,19,6,398,133,0,2
7/1/2020,Shasta,06089,County,177925,2,15,234,117,637,15378,7689,13,241,121,4,2,104,52,0,5
7/1/2020,Sierra,06091,County,3115,0,0,1,1,16,264,264,0,0,0,0,0,1,1,0,0
7/1/2020,Siskiyou,06093,County,43956,0,1,35,35,61,4696,4696,0,49,49,2,2,28,28,0,0
7/1/2020,Solano,06095,County,444255,4,93,2039,510,1549,46046,11512,110,1981,495,94,24,1350,338,0,21
7/1/2020,Sonoma,06097,County,496668,5,65,1617,323,1578,64011,12802,76,1665,333,56,11,1178,236,0,6
7/1/2020,Stanislaus,06099,County,562303,6,297,4554,759,1992,47299,7883,342,5105,851,41,7,2619,437,0,41
7/1/2020,Sutter,06101,County,105747,1,23,266,266,169,7285,7285,15,277,277,20,20,188,188,0,2
7/1/2020,Tehama,06103,County,65885,1,1,106,106,132,6056,6056,2,103,103,5,5,80,80,0,1
7/1/2020,Trinity,06105,County,13354,0,0,2,2,20,1071,1071,0,2,2,0,0,2,2,0,0
7/1/2020,Tulare,06107,County,484423,5,208,5725,1145,1788,46181,9236,259,5950,1190,152,30,4359,872,11,128
7/1/2020,Tuolumne,06109,County,52351,1,3,52,52,231,7714,7714,4,68,68,1,1,17,17,0,0
7/1/2020,Ventura,06111,County,852747,9,133,4533,504,2563,89144,9905,150,4759,529,194,22,3224,358,1,41
7/1/2020,Yolo,06113,County,223612,2,39,792,396,509,19706,9853,45,950,475,11,6,526,263,0,24
7/1/2020,Yuba,06115,County,79290,1,4,109,109,91,5150,5150,4,122,122,2,2,57,57,0,1
7/8/2020,Alameda,06001,County,1685886,17,320,8959,527,6028,199877,11757,395,10109,595,238,14,7335,431,1,142
7/8/2020,Alpine,06003,County,1117,0,0,3,3,1,281,281,0,3,3,0,0,1,1,0,0
7/8/2020,Amador,06005,County,38531,0,0,41,41,80,3927,3927,1,46,46,2,2,35,35,0,0
7/8/2020,Butte,06007,County,217769,2,43,512,256,582,15926,7963,42,430,215,12,6,281,141,0,3
7/8/2020,Calaveras,06009,County,44289,0,2,76,76,134,4194,4194,3,105,105,0,0,58,58,0,0
7/8/2020,Colusa,06011,County,22593,0,32,176,176,108,1787,1787,39,135,135,6,6,90,90,0,0
7/8/2020,Contra Costa,06013,County,1160099,12,238,5717,476,4413,125517,10460,257,5647,471,137,11,4268,356,0,84
7/8/2020,Del Norte,06015,County,27558,0,0,61,61,47,3275,3275,1,86,86,0,0,57,57,0,0
7/8/2020,El Dorado,06017,County,193098,2,20,424,212,610,18316,9158,18,355,178,4,2,248,124,0,0
7/8/2020,Fresno,06019,County,1032227,10,452,13222,1322,3705,96550,9655,525,11766,1177,364,36,7102,710,2,86
7/8/2020,Glenn,06021,County,29348,0,9,216,216,41,1823,1823,9,169,169,1,1,146,146,0,0
7/8/2020,Humboldt,06023,County,134098,1,3,195,195,293,13678,13678,4,196,196,12,12,162,162,0,4
7/8/2020,Imperial,06025,County,191649,2,103,9033,4517,817,43747,21874,184,9308,4654,49,25,6727,3364,25,76
7/8/2020,Inyo,06027,County,18453,0,1,37,37,63,1926,1926,2,38,38,3,3,35,35,0,1
7/8/2020,Kern,06029,County,927251,9,694,14132,1570,4638,117945,13105,789,14776,1642,228,25,5873,653,3,91
7/8/2020,Kings,06031,County,156444,2,60,3216,1608,647,30195,15098,82,3598,1799,6,3,2629,1315,0,33
7/8/2020,Lake,06033,County,64871,1,10,137,137,207,7044,7044,9,130,130,3,3,97,97,0,1
7/8/2020,Lassen,06035,County,30065,0,71,331,331,927,10244,10244,75,378,378,2,2,221,221,0,0
7/8/2020,Los Angeles,06037,County,10257557,103,3566,143763,1396,49834,2041392,19819,4520,170296,1653,2436,24,123462,1199,62,3650
7/8/2020,Madera,06039,County,160089,2,44,1436,718,625,16229,8115,60,1192,596,34,17,828,414,0,4
7/8/2020,Marin,06041,County,260800,3,89,3956,1319,1778,52277,17426,100,4176,1392,129,43,2756,919,0,17
7/8/2020,Mariposa,06043,County,17795,0,0,38,38,125,2841,2841,1,31,31,0,0,31,31,0,1
7/8/2020,Mendocino,06045,County,88439,1,8,132,132,427,11454,11454,7,141,141,2,2,84,84,0,0
7/8/2020,Merced,06047,County,287420,3,175,2816,939,908,24262,8087,185,2428,809,47,16,1578,526,1,11
7/8/2020,Modoc,06049,County,9475,0,0,1,1,24,725,725,0,0,0,0,0,0,0,0,0
7/8/2020,Mono,06051,County,13961,0,1,60,60,65,1997,1997,2,69,69,3,3,45,45,0,1
7/8/2020,Monterey,06053,County,448732,4,143,3026,757,1271,42718,10680,166,2911,728,16,4,2182,546,0,17
7/8/2020,Napa,06055,County,139652,1,19,646,646,466,27539,27539,32,655,655,9,9,468,468,0,4
7/8/2020,Nevada,06057,County,98710,1,6,204,204,270,11488,11488,5,162,162,6,6,156,156,0,1
7/8/2020,Orange,06059,County,3228519,32,1011,30415,950,10287,335899,10497,1187,34104,1066,347,11,22088,690,5,378
7/8/2020,Placer,06061,County,400434,4,40,1304,326,978,36632,9158,44,1331,333,18,5,948,237,0,11
7/8/2020,Plumas,06063,County,18997,0,2,19,19,77,1720,1720,1,16,16,0,0,12,12,0,0
7/8/2020,Riverside,06065,County,2468145,25,1015,30464,1219,8029,312336,12493,1190,33177,1327,763,31,24042,962,9,508
7/8/2020,Sacramento,06067,County,1567975,16,347,6701,419,5481,149448,9341,364,7114,445,207,13,4799,300,4,80
7/8/2020,San Benito,06069,County,64022,1,18,401,401,226,7669,7669,21,440,440,8,8,282,282,0,2
7/8/2020,San Bernardino,06071,County,2217398,22,868,25725,1169,6942,250816,11401,1205,28932,1315,506,23,16510,750,19,296
7/8/2020,San Diego,06073,County,3370418,34,714,22715,668,9886,329576,9693,727,18974,558,264,8,17844,525,7,406
7/8/2020,San Francisco,06075,County,892280,9,92,4890,543,5038,195234,21693,183,6089,677,48,5,4093,455,0,50
7/8/2020,San Joaquin,06077,County,782545,8,345,8098,1012,3386,88710,11089,440,9468,1184,212,27,5759,720,2,61
7/8/2020,San Luis Obispo,06079,County,278862,3,62,1213,404,1279,42669,14223,74,1249,416,30,10,825,275,0,2
7/8/2020,San Mateo,06081,County,778001,8,116,4406,551,3253,117663,14708,164,6378,797,42,5,3733,467,0,106
7/8/2020,Santa Barbara,06083,County,456373,5,128,5081,1016,1762,65965,13193,136,5013,1003,119,24,3985,797,1,28
7/8/2020,Santa Clara,06085,County,1967585,20,274,7416,371,9293,276376,13819,329,8892,445,72,4,5510,276,0,164
7/8/2020,Santa Cruz,06087,County,273999,3,33,646,215,889,27570,9190,26,580,193,7,2,509,170,1,3
7/8/2020,Shasta,06089,County,177925,2,13,281,141,501,17609,8805,17,295,148,4,2,148,74,0,6
7/8/2020,Sierra,06091,County,3115,0,0,1,1,28,300,300,0,0,0,0,0,1,1,0,0
7/8/2020,Siskiyou,06093,County,43956,0,1,54,54,69,5222,5222,2,62,62,1,1,31,31,0,0
7/8/2020,Solano,06095,County,444255,4,112,2661,665,2035,54545,13636,145,2618,655,45,11,1821,455,1,23
7/8/2020,Sonoma,06097,County,496668,5,73,2065,413,2270,74446,14889,92,2107,421,22,4,1495,299,1,9
7/8/2020,Stanislaus,06099,County,562303,6,340,6362,1060,2152,58714,9786,391,7178,1196,243,41,4344,724,0,46
7/8/2020,Sutter,06101,County,105747,1,26,401,401,289,8806,8806,33,436,436,25,25,298,298,0,2
7/8/2020,Tehama,06103,County,65885,1,9,134,134,94,6664,6664,7,128,128,5,5,100,100,0,1
7/8/2020,Trinity,06105,County,13354,0,0,3,3,16,1173,1173,0,2,2,0,0,2,2,0,0
7/8/2020,Tulare,06107,County,484423,5,178,6936,1387,1398,54827,10965,216,7180,1436,118,24,5307,1061,1,138
7/8/2020,Tuolumne,06109,County,52351,1,4,77,77,377,9290,9290,3,105,105,2,2,42,42,0,0
7/8/2020,Ventura,06111,County,852747,9,167,5615,624,2996,105368,11708,222,5960,662,147,16,4139,460,1,47
7/8/2020,Yolo,06113,County,223612,2,69,1099,550,968,24238,12119,79,1246,623,21,11,727,364,0,26
7/8/2020,Yuba,06115,County,79290,1,20,180,180,202,6164,6164,23,222,222,7,7,145,145,0,1
7/15/2020,Alameda,06001,County,1685886,17,347,10680,628,6127,235046,13826,399,12230,719,227,13,8615,507,2,153
7/15/2020,Alpine,06003,County,1117,0,0,3,3,1,293,293,0,4,4,0,0,1,1,0,0
7/15/2020,Amador,06005,County,38531,0,4,73,73,134,5176,5176,5,75,75,0,0,44,44,0,0
7/15/2020,Butte,06007,County,217769,2,45,738,369,513,18836,9418,37,615,308,38,19,420,210,0,4
7/15/2020,Calaveras,06009,County,44289,0,2,96,96,103,5000,5000,4,137,137,1,1,75,75,0,0
7/15/2020,Colusa,06011,County,22593,0,11,258,258,63,2319,2319,8,226,226,7,7,135,135,0,0
7/15/2020,Contra Costa,06013,County,1160099,12,236,7248,604,4413,151205,12600,307,7398,617,136,11,5246,437,0,90
7/15/2020,Del Norte,06015,County,27558,0,1,82,82,100,4408,4408,0,106,106,0,0,60,60,0,0
7/15/2020,El Dorado,06017,County,193098,2,15,566,283,407,20995,10498,25,489,245,15,8,339,170,0,0
7/15/2020,Fresno,06019,County,1032227,10,421,15965,1597,3451,118966,11897,530,14942,1494,183,18,9124,912,3,101
7/15/2020,Glenn,06021,County,29348,0,10,280,280,75,2186,2186,8,217,217,7,7,184,184,0,0
7/15/2020,Humboldt,06023,County,134098,1,3,215,215,247,15013,15013,5,220,220,6,6,181,181,0,4
7/15/2020,Imperial,06025,County,191649,2,128,9644,4822,1701,49786,24893,213,10299,5150,15,8,7110,3555,1,110
7/15/2020,Inyo,06027,County,18453,0,0,42,42,41,2179,2179,0,41,41,1,1,36,36,0,1
7/15/2020,Kern,06029,County,927251,9,752,18310,2034,5713,143287,15921,832,19378,2153,176,20,7155,795,1,108
7/15/2020,Kings,06031,County,156444,2,67,3578,1789,865,34622,17311,91,4061,2031,39,20,2906,1453,0,37
7/15/2020,Lake,06033,County,64871,1,6,175,175,163,8154,8154,11,185,185,2,2,122,122,0,1
7/15/2020,Lassen,06035,County,30065,0,17,514,514,306,12808,12808,23,590,590,56,56,319,319,0,0
7/15/2020,Los Angeles,06037,County,10257557,103,3134,164166,1594,56213,2346201,22779,4183,196789,1911,2711,26,143343,1392,46,3946
7/15/2020,Madera,06039,County,160089,2,74,1869,935,599,19849,9925,88,1703,852,29,15,1147,574,0,4
7/15/2020,Marin,06041,County,260800,3,114,4591,1530,1913,62331,20777,107,4900,1633,7,2,3458,1153,0,21
7/15/2020,Mariposa,06043,County,17795,0,4,45,45,150,3295,3295,6,44,44,2,2,34,34,0,1
7/15/2020,Mendocino,06045,County,88439,1,7,190,190,212,13351,13351,8,207,207,9,9,119,119,0,0
7/15/2020,Merced,06047,County,287420,3,177,3684,1228,1015,29056,9685,215,3399,1133,72,24,2156,719,0,12
7/15/2020,Modoc,06049,County,9475,0,0,1,1,5,801,801,0,0,0,0,0,0,0,0,0
7/15/2020,Mono,06051,County,13961,0,10,95,95,172,2392,2392,16,106,106,4,4,52,52,0,1
7/15/2020,Monterey,06053,County,448732,4,114,3789,947,1611,53159,13290,176,3887,972,56,14,2780,695,0,18
7/15/2020,Napa,06055,County,139652,1,56,831,831,525,31792,31792,55,845,845,16,16,573,573,1,5
7/15/2020,Nevada,06057,County,98710,1,17,275,275,311,13094,13094,24,236,236,5,5,185,185,0,1
7/15/2020,Orange,06059,County,3228519,32,878,35907,1122,9423,385963,12061,1015,40409,1263,803,25,27718,866,22,454
7/15/2020,Placer,06061,County,400434,4,58,1647,412,785,42527,10632,72,1744,436,23,6,1145,286,0,11
7/15/2020,Plumas,06063,County,18997,0,1,25,25,82,2030,2030,2,24,24,2,2,16,16,0,0
7/15/2020,Riverside,06065,County,2468145,25,754,35662,1426,5695,351618,14065,721,38753,1550,642,26,28492,1140,21,568
7/15/2020,Sacramento,06067,County,1567975,16,361,8747,547,4506,177102,11069,430,9542,596,239,15,6217,389,4,91
7/15/2020,San Benito,06069,County,64022,1,19,504,504,244,9122,9122,31,570,570,28,28,388,388,0,2
7/15/2020,San Bernardino,06071,County,2217398,22,850,31041,1411,6146,287357,13062,1085,35257,1603,1019,46,21508,978,1,317
7/15/2020,San Diego,06073,County,3370418,34,620,26454,778,8140,381786,11229,569,22681,667,561,17,21448,631,12,448
7/15/2020,San Francisco,06075,County,892280,9,150,5727,636,5486,226931,25215,254,7425,825,98,11,4757,529,0,50
7/15/2020,San Joaquin,06077,County,782545,8,435,10437,1305,3715,108966,13621,560,12539,1567,238,30,7381,923,0,75
7/15/2020,San Luis Obispo,06079,County,278862,3,39,1507,502,1150,48684,16228,51,1612,537,37,12,1097,366,1,6
7/15/2020,San Mateo,06081,County,778001,8,93,5128,641,3182,135257,16907,160,7425,928,85,11,4258,532,1,109
7/15/2020,Santa Barbara,06083,County,456373,5,124,5867,1173,1807,77220,15444,142,6025,1205,92,18,4733,947,0,28
7/15/2020,Santa Clara,06085,County,1967585,20,329,9190,460,10762,328726,16436,423,10943,547,214,11,6900,345,0,164
7/15/2020,Santa Cruz,06087,County,273999,3,39,884,295,652,32461,10820,27,770,257,21,7,660,220,0,3
7/15/2020,Shasta,06089,County,177925,2,9,335,168,534,19989,9995,15,346,173,3,2,193,97,0,7
7/15/2020,Sierra,06091,County,3115,0,0,1,1,15,385,385,0,0,0,0,0,1,1,0,0
7/15/2020,Siskiyou,06093,County,43956,0,1,65,65,103,5836,5836,4,88,88,0,0,38,38,0,0
7/15/2020,Solano,06095,County,444255,4,101,3307,827,1758,64964,16241,122,3319,830,77,19,2343,586,0,25
7/15/2020,Sonoma,06097,County,496668,5,92,2607,521,2016,85948,17190,103,2686,537,54,11,1920,384,0,14
7/15/2020,Stanislaus,06099,County,562303,6,374,8269,1378,2628,71647,11941,466,9493,1582,146,24,5777,963,3,56
7/15/2020,Sutter,06101,County,105747,1,19,541,541,257,10492,10492,21,587,587,28,28,433,433,0,2
7/15/2020,Tehama,06103,County,65885,1,12,180,180,134,7509,7509,5,173,173,3,3,126,126,0,1
7/15/2020,Trinity,06105,County,13354,0,0,4,4,18,1288,1288,0,3,3,0,0,2,2,0,0
7/15/2020,Tulare,06107,County,484423,5,245,8350,1670,1619,65117,13023,273,8783,1757,121,24,6320,1264,0,156
7/15/2020,Tuolumne,06109,County,52351,1,5,109,109,245,11222,11222,5,146,146,0,0,68,68,0,0
7/15/2020,Ventura,06111,County,852747,9,162,6719,747,3043,123574,13730,198,7326,814,137,15,5087,565,0,50
7/15/2020,Yolo,06113,County,223612,2,49,1379,690,577,28634,14317,42,1537,769,36,18,1002,501,0,27
7/15/2020,Yuba,06115,County,79290,1,17,277,277,167,7315,7315,18,337,337,11,11,221,221,0,1
7/22/2020,Alameda,06001,County,1685886,17,217,12106,712,4680,265244,15603,262,13969,822,288,17,9678,569,3,169
7/22/2020,Alpine,06003,County,1117,0,0,3,3,1,359,359,0,4,4,0,0,2,2,0,0
7/22/2020,Amador,06005,County,38531,0,5,118,118,66,6152,6152,3,118,118,3,3,58,58,0,0
7/22/2020,Butte,06007,County,217769,2,44,947,474,464,21302,10651,22,726,363,35,18,694,347,0,5
7/22/2020,Calaveras,06009,County,44289,0,5,113,113,94,5537,5537,2,158,158,2,2,98,98,0,0
7/22/2020,Colusa,06011,County,22593,0,24,324,324,130,2694,2694,20,285,285,9,9,236,236,0,0
7/22/2020,Contra Costa,06013,County,1160099,12,242,8714,726,3710,175065,14589,252,9028,752,191,16,6401,533,0,98
7/22/2020,Del Norte,06015,County,27558,0,0,85,85,339,4982,4982,0,112,112,0,0,66,66,0,0
7/22/2020,El Dorado,06017,County,193098,2,8,676,338,368,23471,11736,14,587,294,26,13,466,233,0,1
7/22/2020,Fresno,06019,County,1032227,10,396,18872,1887,3485,140672,14067,516,18552,1855,344,34,11756,1176,3,110
7/22/2020,Glenn,06021,County,29348,0,7,340,340,74,2551,2551,13,266,266,7,7,236,236,0,1
7/22/2020,Humboldt,06023,County,134098,1,2,238,238,224,16242,16242,3,240,240,3,3,201,201,0,4
7/22/2020,Imperial,06025,County,191649,2,50,10046,5023,840,55475,27738,108,10949,5475,75,38,7533,3767,6,134
7/22/2020,Inyo,06027,County,18453,0,1,49,49,57,2369,2369,0,46,46,0,0,38,38,0,1
7/22/2020,Kern,06029,County,927251,9,418,21600,2400,3781,164902,18322,520,23308,2590,1515,168,13513,1501,8,127
7/22/2020,Kings,06031,County,156444,2,63,4073,2037,922,39668,19834,85,4673,2337,84,42,3271,1636,0,38
7/22/2020,Lake,06033,County,64871,1,0,195,195,120,9087,9087,0,215,215,3,3,160,160,0,1
7/22/2020,Lassen,06035,County,30065,0,2,559,559,227,15095,15095,6,653,653,26,26,500,500,0,0
7/22/2020,Los Angeles,06037,County,10257557,103,3014,184156,1788,57332,2701213,26225,4105,222900,2164,3037,29,165242,1604,59,4218
7/22/2020,Madera,06039,County,160089,2,65,2310,1155,645,23577,11789,91,2233,1117,70,35,1578,789,0,10
7/22/2020,Marin,06041,County,260800,3,72,4995,1665,1450,70262,23421,57,5368,1789,55,18,4373,1458,2,23
7/22/2020,Mariposa,06043,County,17795,0,1,55,55,141,3700,3700,1,49,49,1,1,38,38,0,1
7/22/2020,Mendocino,06045,County,88439,1,11,239,239,309,14869,14869,10,259,259,6,6,166,166,0,0
7/22/2020,Merced,06047,County,287420,3,179,4746,1582,867,34148,11383,206,4638,1546,103,34,2828,943,0,15
7/22/2020,Modoc,06049,County,9475,0,0,3,3,27,880,880,0,1,1,0,0,0,0,0,0
7/22/2020,Mono,06051,County,13961,0,4,128,128,42,2611,2611,1,128,128,3,3,82,82,0,1
7/22/2020,Monterey,06053,County,448732,4,132,4559,1140,2574,61610,15403,181,4723,1181,129,32,3533,883,0,20
7/22/2020,Napa,06055,County,139652,1,27,1006,1006,408,35787,35787,15,1037,1037,27,27,687,687,0,5
7/22/2020,Nevada,06057,County,98710,1,3,309,309,268,14527,14527,10,274,274,11,11,239,239,0,1
7/22/2020,Orange,06059,County,3228519,32,496,39860,1246,9117,433720,13554,618,45180,1412,691,22,32047,1001,7,522
7/22/2020,Placer,06061,County,400434,4,40,1940,485,859,48037,12009,60,2097,524,56,14,1469,367,1,12
7/22/2020,Plumas,06063,County,18997,0,0,31,31,24,2254,2254,0,27,27,1,1,20,20,0,0
7/22/2020,Riverside,06065,County,2468145,25,700,40364,1615,6754,393271,15731,824,44229,1769,862,34,33093,1324,29,612
7/22/2020,Sacramento,06067,County,1567975,16,277,10959,685,3725,203442,12715,315,11971,748,239,15,8028,502,4,106
7/22/2020,San Benito,06069,County,64022,1,11,605,605,212,10331,10331,16,683,683,21,21,465,465,0,2
7/22/2020,San Bernardino,06071,County,2217398,22,645,35890,1631,6923,330400,15018,909,41657,1894,1497,68,26820,1219,5,348
7/22/2020,San Diego,06073,County,3370418,34,449,29490,867,5671,423797,12465,340,25330,745,587,17,25109,739,18,505
7/22/2020,San Francisco,06075,County,892280,9,109,6556,728,5394,258530,28726,172,8641,960,96,11,5473,608,0,53
7/22/2020,San Joaquin,06077,County,782545,8,314,12773,1597,2685,127132,15892,388,15452,1932,478,60,9628,1204,3,102
7/22/2020,San Luis Obispo,06079,County,278862,3,48,1789,596,1260,55900,18633,83,1966,655,35,12,1373,458,0,7
7/22/2020,San Mateo,06081,County,778001,8,92,5802,725,2312,150867,18858,101,8355,1044,63,8,4796,600,1,112
7/22/2020,Santa Barbara,06083,County,456373,5,81,6512,1302,1201,86336,17267,88,6816,1363,86,17,5508,1102,0,29
7/22/2020,Santa Clara,06085,County,1967585,20,264,10879,544,9026,376058,18803,301,12881,644,277,14,8266,413,2,166
7/22/2020,Santa Cruz,06087,County,273999,3,33,1110,370,665,36773,12258,32,945,315,31,10,866,289,0,3
7/22/2020,Shasta,06089,County,177925,2,10,418,209,596,22317,11159,13,402,201,5,3,246,123,0,9
7/22/2020,Sierra,06091,County,3115,0,0,1,1,17,457,457,0,0,0,0,0,1,1,0,0
7/22/2020,Siskiyou,06093,County,43956,0,0,80,80,32,6403,6403,0,101,101,4,4,52,52,0,0
7/22/2020,Solano,06095,County,444255,4,73,3856,964,1501,74687,18672,65,3943,986,112,28,2839,710,2,29
7/22/2020,Sonoma,06097,County,496668,5,56,3156,631,1332,95317,19063,63,3314,663,55,11,2255,451,0,17
7/22/2020,Stanislaus,06099,County,562303,6,264,10004,1667,1596,83301,13884,288,11698,1950,417,70,7401,1234,2,71
7/22/2020,Sutter,06101,County,105747,1,16,682,682,277,11735,11735,20,745,745,18,18,551,551,0,2
7/22/2020,Tehama,06103,County,65885,1,10,232,232,172,8330,8330,14,227,227,5,5,155,155,0,1
7/22/2020,Trinity,06105,County,13354,0,0,4,4,6,1360,1360,0,3,3,1,1,3,3,0,0
7/22/2020,Tulare,06107,County,484423,5,202,9679,1936,1743,74583,14917,232,10360,2072,193,39,7640,1528,0,167
7/22/2020,Tuolumne,06109,County,52351,1,2,133,133,154,12060,12060,2,179,179,16,16,91,91,0,0
7/22/2020,Ventura,06111,County,852747,9,134,7681,853,2844,140951,15661,174,8629,959,92,10,6223,691,1,56
7/22/2020,Yolo,06113,County,223612,2,53,1640,820,812,32103,16052,87,1832,916,29,15,1233,617,0,34
7/22/2020,Yuba,06115,County,79290,1,6,374,374,169,8371,8371,11,463,463,19,19,288,288,0,1
7/29/2020,Alameda,06001,County,1685886,17,226,13512,795,5864,295000,17353,341,15705,924,302,18,11177,657,0,180
7/29/2020,Alpine,06003,County,1117,0,0,3,3,1,376,376,0,4,4,0,0,2,2,0,0
7/29/2020,Amador,06005,County,38531,0,10,163,163,289,7466,7466,12,165,165,3,3,80,80,0,0
7/29/2020,Butte,06007,County,217769,2,37,1117,559,459,23745,11873,22,825,413,32,16,889,445,0,7
7/29/2020,Calaveras,06009,County,44289,0,1,136,136,128,6280,6280,6,183,183,2,2,107,107,0,1
7/29/2020,Colusa,06011,County,22593,0,7,371,371,146,3057,3057,14,350,350,12,12,302,302,0,2
7/29/2020,Contra Costa,06013,County,1160099,12,222,10114,843,3958,197243,16437,283,10548,879,94,8,7520,627,1,108
7/29/2020,Del Norte,06015,County,27558,0,1,89,89,156,8045,8045,0,114,114,0,0,68,68,0,0
7/29/2020,El Dorado,06017,County,193098,2,15,777,389,319,25876,12938,17,681,341,30,15,588,294,0,1
7/29/2020,Fresno,06019,County,1032227,10,333,21074,2107,3991,159822,15982,550,21311,2131,379,38,14312,1431,0,125
7/29/2020,Glenn,06021,County,29348,0,2,368,368,50,2918,2918,3,308,308,5,5,294,294,0,1
7/29/2020,Humboldt,06023,County,134098,1,1,260,260,271,17798,17798,5,260,260,3,3,221,221,0,4
7/29/2020,Imperial,06025,County,191649,2,39,10371,5186,995,59560,29780,73,11488,5744,21,11,7825,3913,2,147
7/29/2020,Inyo,06027,County,18453,0,2,63,63,66,2601,2601,5,57,57,1,1,44,44,0,1
7/29/2020,Kern,06029,County,927251,9,362,24279,2698,3278,182607,20290,479,26504,2945,239,27,19073,2119,7,162
7/29/2020,Kings,06031,County,156444,2,46,4632,2316,830,44773,22387,60,5325,2663,34,17,3755,1878,2,43
7/29/2020,Lake,06033,County,64871,1,4,227,227,120,9870,9870,3,250,250,0,0,179,179,0,1
7/29/2020,Lassen,06035,County,30065,0,6,612,612,177,16458,16458,34,762,762,5,5,513,513,0,0
7/29/2020,Los Angeles,06037,County,10257557,103,2230,199776,1940,54446,3014569,29268,3515,245702,2385,4493,44,183600,1783,88,4523
7/29/2020,Madera,06039,County,160089,2,66,2735,1368,740,27694,13847,112,2684,1342,52,26,1941,971,0,18
7/29/2020,Marin,06041,County,260800,3,69,5348,1783,1649,78476,26159,86,5803,1934,49,16,4747,1582,11,34
7/29/2020,Mariposa,06043,County,17795,0,2,60,60,113,4094,4094,1,56,56,2,2,47,47,0,1
7/29/2020,Mendocino,06045,County,88439,1,11,301,301,375,16463,16463,14,320,320,6,6,228,228,0,0
7/29/2020,Merced,06047,County,287420,3,145,5657,1886,1001,39425,13142,189,5708,1903,159,53,3605,1202,2,25
7/29/2020,Modoc,06049,County,9475,0,1,5,5,14,963,963,0,1,1,0,0,0,0,0,0
7/29/2020,Mono,06051,County,13961,0,1,145,145,20,2844,2844,1,138,138,0,0,102,102,0,1
7/29/2020,Monterey,06053,County,448732,4,121,5404,1351,1375,70423,17606,147,5619,1405,205,51,4252,1063,2,24
7/29/2020,Napa,06055,County,139652,1,22,1134,1134,451,39150,39150,19,1160,1160,42,42,866,866,1,7
7/29/2020,Nevada,06057,County,98710,1,5,335,335,312,16030,16030,9,296,296,10,10,288,288,0,1
7/29/2020,Orange,06059,County,3228519,32,460,42790,1337,10635,481394,15044,728,49002,1531,507,16,35339,1104,7,589
7/29/2020,Placer,06061,County,400434,4,32,2221,555,833,53225,13306,45,2397,599,39,10,1798,450,0,14
7/29/2020,Plumas,06063,County,18997,0,0,33,33,14,2436,2436,0,29,29,3,3,25,25,0,0
7/29/2020,Riverside,06065,County,2468145,25,602,44141,1766,6482,427731,17109,802,48450,1938,510,20,36968,1479,10,678
7/29/2020,Sacramento,06067,County,1567975,16,250,12648,791,3506,225590,14099,293,13760,860,109,7,9538,596,5,122
7/29/2020,San Benito,06069,County,64022,1,10,694,694,241,11653,11653,18,796,796,34,34,537,537,0,2
7/29/2020,San Bernardino,06071,County,2217398,22,524,39335,1788,6673,365665,16621,822,45964,2089,675,31,31168,1417,5,417
7/29/2020,San Diego,06073,County,3370418,34,350,31932,939,4771,453119,13327,276,26988,794,282,8,28289,832,5,552
7/29/2020,San Francisco,06075,County,892280,9,113,7223,803,5321,289516,32168,218,9843,1094,153,17,6041,671,0,56
7/29/2020,San Joaquin,06077,County,782545,8,283,14408,1801,2763,142407,17801,360,17471,2184,291,36,11249,1406,13,154
7/29/2020,San Luis Obispo,06079,County,278862,3,31,2019,673,946,60623,20208,45,2219,740,37,12,1673,558,2,11
7/29/2020,San Mateo,06081,County,778001,8,73,6410,801,3388,166563,20820,141,9224,1153,134,17,5305,663,0,114
7/29/2020,Santa Barbara,06083,County,456373,5,63,7006,1401,1275,94651,18930,70,7362,1472,105,21,6215,1243,0,31
7/29/2020,Santa Clara,06085,County,1967585,20,235,12376,619,9170,422398,21120,322,14528,726,260,13,9567,478,0,165
7/29/2020,Santa Cruz,06087,County,273999,3,28,1282,427,616,40931,13644,29,1119,373,33,11,1051,350,0,4
